Date,Index,Cow ,Breed,DIM,Weight1,Weight2,Lactno,FAT1,FAT2,PRO1,PRO2,LAC1,LAC2,SCC1,SCC2,MY1,MY2,COND1,COND2,Activity1,Activity2,RestTime,RestDur,RestBout
15/11/2017,77,3324,,,,,,4.34,4.17,3.43,3.51,4.83,5.07,0-200  ,0-200  ,29.6,23.4,9.2,8.3,62,100,833,95,13
15/11/2017,78,4948,,,,,,3.3,4.25,3.18,3.28,4.7,4.93,200-400,--     ,52.9,44.7,8.3,8.3,89,138,959,75,14
15/11/2017,79,5000,,,,,,4.82,4.73,3.34,3.18,4.56,4.72,400-800,--     ,53.1,48.8,8.9,8.8,79,110,812,72,13
15/11/2017,80,5001,,,,,,4.26,4.4,3.63,3.44,4.91,4.98,0-200  ,--     ,39,31.2,8.3,8,84,101,674,92,9
15/11/2017,81,5003,,,,,,3.33,3.8,3.29,3.13,4.9,4.82,0-200  ,0-200  ,54.5,45.4,8.8,8.4,93,121,518,83,6
15/11/2017,82,5004,,,,,,3.65,3.96,3.01,2.93,4.7,4.65,200-400,200-400,35.1,30.8,9.3,9.5,77,96,614,68,14
15/11/2017,83,5100,,,,,,4.46,4.65,3.35,3.23,4.59,4.7,0-200  ,--     ,33.1,27.2,9.4,8.4,98,121,575,79,9
15/11/2017,84,5101,,,,,,5.33,5.37,3.22,3.17,4.63,4.76,--     ,200-400,39.3,33.8,8,8.5,115,148,503,91,7
15/11/2017,85,5102,,,,,,4.07,4.91,3.19,3.6,4.72,4.93,0-200  ,0-200  ,36.9,32.5,8.4,8.3,89,121,581,85,7
15/11/2017,86,5103,,,,,,3.47,4.05,3.09,3.27,4.59,4.67,0-200  ,0-200  ,36.6,30.2,7.8,7.6,94,125,686,67,8
15/11/2017,87,5104,,,,,,3.98,3.93,3.32,3.26,4.88,4.88,0-200  ,0-200  ,33.8,32.1,8.1,7.8,59,75,746,98,7
15/11/2017,88,5105,,,,,,4.76,5.05,3.47,3.21,4.62,4.61,--     ,--     ,20.7,17.8,7.8,7.4,101,119,488,112,6
15/11/2017,89,5106,,,,,,4.01,4.05,3.33,3.56,4.8,4.71,--     ,0-200  ,39.7,33.4,8.4,8.3,110,117,644,58,13
15/11/2017,90,5201,,,,,,4.17,4.8,3.26,3.28,4.65,4.38,--     ,--     ,27,23.3,8.5,8.8,98,113,770,91,11
15/11/2017,91,5203,,,,,,4.47,3.77,3.7,3.5,4.72,4.83,0-200  ,0-200  ,72.8,52.2,9.9,9.5,99,110,674,65,14
15/11/2017,92,5205,,,,,,3.62,3.63,3.78,3.49,4.63,4.88,--     ,0-200  ,58.8,42.5,8.8,8.6,91,111,695,57,12
15/11/2017,93,5300,,,,,,3.98,3.47,3.39,3,4.72,4.63,0-200  ,200-400,31.4,29.3,9,8.5,76,108,437,57,7
15/11/2017,94,5302,,,,,,3.91,4.49,3.5,3.28,4.63,4.87,--     ,--     ,41.5,36.5,9.3,9,108,114,557,64,15
15/11/2017,95,5401,,,,,,3.74,3.57,3.43,2.94,4.81,4.68,0-200  ,200-400,45.3,30.3,8.8,8.3,68,99,818,60,10
15/11/2017,96,5500,,,,,,4.51,4.05,3.31,2.87,4.78,4.63,0-200  ,0-200  ,45.8,43,9.6,8.4,107,111,530,50,14
15/11/2017,97,5501,,,,,,4.3,4.53,3.33,3.32,4.7,4.86,0-200  ,--     ,43.5,37.2,9.5,9.7,109,146,797,77,9
15/11/2017,98,5502,,,,,,4.65,4.78,3.43,3.69,4.73,4.92,--     ,0-200  ,32,27.9,9.6,9.8,87,84,467,83,6
15/11/2017,99,5503,,,,,,3.81,3.86,3.52,3.33,4.68,4.82,--     ,0-200  ,52.7,39.7,8.3,8.3,99,149,707,103,6
15/11/2017,100,5504,,,,,,4.81,4.62,3.31,3.1,4.63,4.62,200-400,--     ,38.2,36.8,7.9,7.6,112,167,596,54,10
15/11/2017,101,5601,,,,,,4.47,4.59,3.67,3.68,4.83,4.86,--     ,--     ,49.7,41.3,8.9,9.2,91,119,752,79,11
15/11/2017,102,5603,,,,,,4.59,4.8,3.59,3.5,4.9,4.81,--     ,0-200  ,20.8,16,8.4,9.7,86,101,644,86,10
15/11/2017,103,5604,,,,,,4.66,4.93,3.41,3.52,4.47,4.75,--     ,--     ,38.3,31.9,8.8,8.9,101,122,578,64,8
15/11/2017,104,5700,,,,,,3.44,4.58,3.02,3.24,4.57,4.61,200-400,--     ,29.3,29.5,11,11,77,98,800,63,12
15/11/2017,105,5702,,,,,,3.61,4.08,3.19,3.54,4.68,4.67,0-200  ,--     ,50.7,45.5,8.6,8.6,93,145,437,88,4
15/11/2017,106,5801,,,,,,4.18,4.71,3.49,3.6,4.87,4.71,0-200  ,--     ,38,33.6,8.8,8.3,88,109,713,84,7
16/11/2017,1,1420,,,,,,4.2,4.54,3.65,3.7,4.32,4.57,--     ,0-200  ,16.3,16.7,11.4,10.5,105,148,767,84,9
16/11/2017,2,1482,,,,,,4.13,3.89,3.43,3.21,4.72,4.63,0-200  ,200-400,37.2,30.4,9.2,9.8,59,77,812,80,11
16/11/2017,3,1497,,,,,,3.71,3.89,3.44,3.37,4.87,4.71,0-200  ,200-400,17.8,13.5,8.8,9.3,74,97,800,87,11
16/11/2017,4,1528,,,,,,4.13,4.36,3.74,3.67,4.73,4.74,0-200  ,0-200  ,62.2,51.7,9.3,8.6,65,97,548,65,9
16/11/2017,5,1530,,,,,,3.37,3.91,3.66,3.84,4.75,4.57,--     ,--     ,78.8,59,8.3,8.3,106,120,539,64,9
16/11/2017,6,1555,,,,,,4.21,4.61,3.33,3.39,4.63,4.61,--     ,--     ,37.9,31.8,8.5,8.4,76,120,719,72,8
16/11/2017,7,1568,,,,,,4.88,4.68,4.03,3.61,5.19,4.71,0-200  ,0-200  ,18.4,13.7,11.9,11.9,80,117,794,95,8
16/11/2017,8,1570,,,,,,3.91,3.6,3.6,3.25,4.56,4.68,--     ,200-400,54.1,39.9,10.1,9.9,110,143,656,77,10
16/11/2017,9,1576,,,,,,3.86,4.58,3.33,3.48,4.8,4.88,0-200  ,--     ,59,52.5,9.3,9.3,72,83,404,97,5
16/11/2017,10,1588,,,,,,4.34,4.07,3.19,3.17,4.72,4.75,0-200  ,0-200  ,54.5,38.1,8.5,8.8,95,139,404,73,6
16/11/2017,11,1592,,,,,,4.47,4.84,3.79,3.77,4.68,4.59,0-200  ,--     ,21.1,17.3,8.6,8.8,127,105,605,109,7
16/11/2017,12,1596,,,,,,3.83,3.95,3.51,3.26,4.37,4.58,400-800,--     ,47.3,41.4,10.3,10.3,97,96,662,80,7
16/11/2017,13,1597,,,,,,5,5.54,3.36,3.02,4.51,4.51,--     ,--     ,33.5,28.3,12.2,11.8,94,134,671,64,11
16/11/2017,14,1604,,,,,,3.87,4.18,3.28,3.21,4.62,4.54,0-200  ,0-200  ,45.1,38.2,8.5,8.6,69,81,491,120,5
16/11/2017,15,1606,,,,,,3.6,4.01,3.66,3.61,4.86,4.84,0-200  ,0-200  ,45.9,42.9,8.6,9.2,71,78,503,72,10
16/11/2017,16,1615,,,,,,3.87,3.89,3.44,3.53,4.88,4.88,0-200  ,0-200  ,62.4,58.7,8,8.1,90,81,407,78,8
16/11/2017,17,1618,,,,,,4,4.54,3.28,3.49,4.7,4.79,0-200  ,--     ,51.8,41.2,9.3,8.9,74,85,392,90,5
16/11/2017,18,1619,,,,,,3.52,4.95,3.37,3.7,4.83,4.79,0-200  ,0-200  ,36.7,29.3,9.9,10.6,106,206,569,58,9
16/11/2017,19,1621,,,,,,4.74,4.78,3.31,3.14,4.84,4.66,--     ,--     ,39,32,8.5,9.2,90,138,533,80,8
16/11/2017,20,1627,,,,,,3.82,3.5,3.46,3.27,4.62,4.74,0-200  ,0-200  ,61.4,38.9,9.8,9.2,84,127,788,58,14
16/11/2017,21,1632,,,,,,4.18,4.3,3.48,3.69,4.55,4.55,--     ,--     ,25.1,17.7,9.2,10.5,92,119,809,72,11
16/11/2017,22,1635,,,,,,3.24,3.52,3.35,3.26,4.97,4.84,0-200  ,0-200  ,59.3,44.9,8.6,8.4,87,108,479,82,6
16/11/2017,23,1637,,,,,,4.24,4.84,3.08,3.23,4.73,4.78,--     ,--     ,35.3,29.4,9.2,8.5,83,80,653,97,9
16/11/2017,24,1638,,,,,,3.83,4.41,3.58,3.61,4.9,4.7,0-200  ,--     ,65.8,54.7,8.4,7.9,92,92,638,80,10
16/11/2017,25,1643,,,,,,4.56,4.73,3.69,3.83,4.68,4.95,--     ,0-200  ,46.6,33.8,9.4,8.4,147,154,656,76,10
16/11/2017,26,1644,,,,,,4.18,4.61,3.38,3.3,4.67,4.68,--     ,--     ,51.6,38.5,8.8,8.8,112,180,590,97,7
16/11/2017,27,1648,,,,,,3.83,4.4,3.23,3.58,4.74,4.76,0-200  ,0-200  ,55.6,47.2,8.3,8.3,116,141,635,54,12
16/11/2017,28,1649,,,,,,3.9,4.49,3.49,3.48,4.91,4.61,0-200  ,--     ,67.5,52.7,8.5,8.4,65,79,776,83,11
16/11/2017,29,1650,,,,,,4.19,4.41,3.68,3.66,4.63,4.59,--     ,0-200  ,53.5,43.6,8.8,8.4,197,275,440,124,3
16/11/2017,30,1653,,,,,,3.54,3.81,3.38,3.26,4.88,4.76,0-200  ,0-200  ,38.6,30.3,8.8,8.3,73,93,716,71,9
16/11/2017,31,1656,,,,,,4,4.44,4,3.82,5.32,5,0-200  ,0-200  ,54.4,43.6,8.3,7.9,159,216,329,117,5
16/11/2017,32,1657,,,,,,4.23,4.73,3.49,3.67,4.84,4.76,--     ,0-200  ,29.4,22.1,8.6,8.8,70,74,527,75,11
16/11/2017,33,1658,,,,,,4.05,4.04,3.93,3.68,5.18,4.4,0-200  ,--     ,64.4,47.3,8.8,9,93,96,653,68,8
16/11/2017,34,1659,,,,,,3.39,4.26,4.11,3.81,4.57,4.46,0-200  ,--     ,29.1,32,9.2,8.9,84,104,623,61,11
16/11/2017,35,1660,,,,,,4.21,4.19,3.53,3.63,4.98,4.93,--     ,--     ,69.8,55.9,8.8,8.6,107,145,584,80,8
16/11/2017,36,1661,,,,,,3.52,4.25,3.27,3.53,4.73,4.68,--     ,0-200  ,58.4,52.1,9.3,9.5,100,123,311,65,8
16/11/2017,37,1663,,,,,,4.63,5.04,3.87,3.76,4.78,4.59,--     ,--     ,49.9,38.1,8.8,7.8,93,132,332,79,4
16/11/2017,38,1664,,,,,,4.09,4.72,3.6,3.75,4.38,4.71,--     ,0-200  ,50.1,43.1,9,9.2,107,133,566,60,13
16/11/2017,39,1666,,,,,,3.65,4.09,3.31,3.42,4.84,4.78,0-200  ,0-200  ,66.1,51.4,8.5,8.8,106,115,668,66,8
16/11/2017,40,1668,,,,,,3.45,3.83,3.16,3.02,4.7,4.59,0-200  ,200-400,53.9,50.1,8.8,8.9,105,104,392,74,7
16/11/2017,41,1670,,,,,,4.28,4.68,3.74,3.72,4.92,4.7,0-200  ,--     ,46.8,43.8,8.3,8.6,81,121,665,71,9
16/11/2017,42,1675,,,,,,3.61,4.59,3.06,3.35,4.61,4.71,200-400,0-200  ,31.9,22.9,8,8,95,91,704,61,12
16/11/2017,43,1676,,,,,,4.42,4.65,3.54,3.54,4.84,4.81,0-200  ,0-200  ,35,27.4,8.4,8.8,116,148,683,105,11
16/11/2017,44,1677,,,,,,4.72,4.81,3.4,3.4,4.84,4.86,--     ,--     ,40.2,35.7,8,8.3,111,96,557,67,9
16/11/2017,45,1678,,,,,,4.09,4.53,3.62,3.43,4.67,4.83,0-200  ,--     ,35.3,31.7,8.8,7.8,85,87,674,91,12
16/11/2017,46,1679,,,,,,4.63,4.87,3.64,3.61,4.73,4.7,--     ,--     ,39.7,33.9,8.3,8.4,90,130,815,77,8
16/11/2017,47,1680,,,,,,4.73,4.59,3.59,3.6,4.74,4.63,200-400,--     ,43.8,32.2,8.3,8.3,113,117,596,76,10
16/11/2017,48,1681,,,,,,4.28,4.24,3.61,3.32,4.76,4.67,0-200  ,0-200  ,40,32.1,7.9,8,94,152,548,68,10
16/11/2017,49,1683,,,,,,4.13,4.46,3.31,3.38,4.83,4.76,--     ,200-400,37.4,32.4,8.3,8.8,89,108,602,75,8
16/11/2017,50,1684,,,,,,4.19,4.56,3.67,4.04,5.05,5.07,0-200  ,0-200  ,47.9,28.4,8.3,8.5,70,91,632,78,8
16/11/2017,51,1687,,,,,,4.19,5.07,3.55,3.63,5,4.88,--     ,0-200  ,45.8,38.2,8.3,8.4,96,121,527,65,9
16/11/2017,52,1688,,,,,,4.22,4.58,3.92,3.53,4.62,4.82,--     ,0-200  ,37.6,31.4,9.4,8.8,97,130,617,70,8
16/11/2017,53,1689,,,,,,3.94,4.79,2.92,3.28,4.62,4.71,200-400,200-400,44.7,37.2,8.4,8.6,88,112,602,74,8
16/11/2017,54,1690,,,,,,4.3,5.23,3.33,3.36,4.63,4.71,0-200  ,--     ,31.3,26.4,8,8.3,109,114,533,96,6
16/11/2017,55,1691,,,,,,4.05,4.26,3.29,3.02,4.55,4.61,--     ,0-200  ,51.9,49.2,8.8,8.6,118,118,626,70,11
16/11/2017,56,1693,,,,,,4.04,3.93,3.21,3.13,4.68,4.68,--     ,200-400,29.9,22.1,8.8,10.9,108,96,626,74,6
16/11/2017,57,1694,,,,,,3.48,3.84,3.03,3.06,4.81,4.76,0-200  ,0-200  ,31.5,27.3,8.6,8.6,81,87,728,87,9
16/11/2017,58,1695,,,,,,4.2,4.58,3.4,3.34,4.76,4.82,0-200  ,--     ,34.1,24,8.5,8.8,61,83,371,73,6
16/11/2017,59,1699,,,,,,3.8,4.54,3.42,3.43,4.71,4.65,0-200  ,0-200  ,31,25.2,8.5,8.3,98,112,518,70,7
16/11/2017,60,1701,,,,,,4.32,4.55,3.58,3.53,4.93,4.86,0-200  ,0-200  ,39.6,30.3,8.9,9.2,109,115,617,79,12
16/11/2017,61,1702,,,,,,4.04,4.63,3.56,3.74,4.83,4.93,0-200  ,0-200  ,33.3,26.6,8.3,7.9,95,116,599,96,8
16/11/2017,62,1703,,,,,,4.55,3.77,3.44,2.94,4.81,4.57,0-200  ,200-400,41.8,31.2,8.8,8.4,77,100,659,77,12
16/11/2017,63,1704,,,,,,3.91,4.25,2.98,3.36,4.65,4.62,0-200  ,0-200  ,38.7,28.2,8,7.9,90,106,551,70,10
16/11/2017,64,1705,,,,,,4.04,4.8,3.4,3.48,4.82,4.71,0-200  ,--     ,27,16.9,7.8,8.1,96,89,602,75,10
16/11/2017,65,1706,,,,,,5.16,5.07,3.52,3.57,4.73,4.91,0-200  ,--     ,17.3,23,8.4,8.5,67,89,839,63,14
16/11/2017,66,1709,,,,,,4.04,3.98,3.7,3.89,4.73,4.7,--     ,--     ,45.6,39.9,8,8.3,104,129,626,53,15
16/11/2017,67,1710,,,,,,3.53,3.87,3.24,3.22,4.91,4.8,0-200  ,0-200  ,46.2,39.1,9.4,9.7,114,132,509,62,13
16/11/2017,68,1711,,,,,,4.76,3.66,3.91,3.73,4.74,5.2,0-200  ,0-200  ,49.8,41.2,8.3,8.1,90,110,440,57,11
16/11/2017,69,1713,,,,,,4.22,4.49,3.27,3.22,4.59,4.59,--     ,--     ,35,30.4,8.4,8.4,163,198,239,47,12
16/11/2017,70,1714,,,,,,4.25,4.68,3.58,3.96,4.88,4.93,0-200  ,0-200  ,39.5,35.2,8.5,8.3,104,118,620,56,14
16/11/2017,71,1715,,,,,,3.95,4.12,3.49,3.3,4.63,4.93,--     ,--     ,49.2,44.4,8.6,8.3,124,141,662,60,14
16/11/2017,72,1717,,,,,,3.53,3.47,3.48,3.35,4.75,4.74,0-200  ,0-200  ,36.1,34.2,8.4,8.3,94,107,692,77,9
16/11/2017,73,1718,,,,,,4.46,4.68,4.25,3.74,5.27,4.88,0-200  ,--     ,40.2,33.5,8.4,8.3,118,113,458,82,12
16/11/2017,74,1730,,,,,,3.53,3.83,3.57,3.35,4.74,4.7,--     ,0-200  ,28.7,19.4,8.8,8.4,118,144,560,36,13
16/11/2017,75,1731,,,,,,3.77,4.41,3.37,3.41,4.59,4.82,--     ,--     ,22.2,24.4,7.2,7.5,86,98,713,40,17
16/11/2017,76,3322,,,,,,3.97,3.81,4.04,3.54,5.23,4.99,0-200  ,0-200  ,58.1,40.5,9,9.8,127,160,608,67,10
16/11/2017,77,3324,,,,,,4.34,4.29,3.68,3.43,4.26,4.88,--     ,0-200  ,32.2,18.9,10.4,8.6,66,103,962,89,12
16/11/2017,78,4948,,,,,,4.03,4.12,3.39,3.48,4.95,4.67,--     ,--     ,57.9,47.2,8.4,8.3,89,137,659,77,11
16/11/2017,79,5000,,,,,,4.5,4.41,3.21,3.16,4.67,4.73,--     ,--     ,52.5,46.9,8.8,8.8,81,109,785,74,12
16/11/2017,80,5001,,,,,,4.13,4.3,3.47,3.46,4.98,4.99,--     ,--     ,40,31.6,8.3,8,84,100,737,91,10
16/11/2017,81,5003,,,,,,3.72,3.62,3.68,3.21,4.97,4.82,0-200  ,0-200  ,54.7,46,8.3,8.9,98,128,635,76,9
16/11/2017,82,5004,,,,,,4.54,4.13,3.39,3.34,4.82,4.67,0-200  ,0-200  ,43.4,30.2,8.9,8.8,77,96,779,69,13
16/11/2017,83,5100,,,,,,4.38,4.76,3.19,3.49,4.68,4.63,--     ,--     ,32.6,24.9,9.3,9.6,103,122,638,80,8
16/11/2017,84,5101,,,,,,5.09,5.54,3.02,3.04,4.43,4.82,400-800,--     ,43.9,34.5,7.9,8.3,114,147,401,91,5
16/11/2017,85,5102,,,,,,4.11,4.5,3.23,3.19,4.79,4.66,0-200  ,0-200  ,37.1,28.2,7.9,8.3,91,118,674,85,7
16/11/2017,86,5103,,,,,,3.43,3.25,3.11,3.08,4.59,4.59,200-400,400-800,37.6,31.7,7.9,7.8,86,117,578,67,9
16/11/2017,87,5104,,,,,,4.08,4.36,3.68,3.58,4.97,4.84,0-200  ,0-200  ,34.3,27.5,7.8,7.8,59,76,704,97,10
16/11/2017,88,5105,,,,,,4.57,5.31,3.46,3.15,4.62,4.54,--     ,--     ,21.5,16.2,7.9,7.4,103,115,572,112,7
16/11/2017,89,5106,,,,,,3.94,4.05,3.41,3.61,4.76,4.67,--     ,200-400,41.5,35.6,8.3,8.8,114,113,665,56,14
16/11/2017,90,5201,,,,,,3.88,4.47,3.15,3.26,4.63,4.59,0-200  ,--     ,27.7,21.6,8.5,8.4,101,111,863,88,10
16/11/2017,91,5203,,,,,,4.04,4.34,3.52,3.5,4.83,4.74,--     ,0-200  ,67.3,44.8,9.6,9.3,101,110,542,63,12
16/11/2017,92,5205,,,,,,3.72,3.93,3.94,3.74,5.09,4.63,0-200  ,--     ,59.7,46.3,8.5,8.8,93,110,614,57,13
16/11/2017,93,5300,,,,,,3.56,5.27,3.19,3.13,4.68,4.61,200-400,--     ,33.4,33.5,8.8,8.3,77,114,608,53,15
16/11/2017,94,5302,,,,,,4.16,4.25,3.49,3.49,4.61,4.65,--     ,--     ,41.2,33.2,9,8.8,111,111,779,63,13
16/11/2017,95,5401,,,,,,3.93,4.15,3.08,3.05,4.72,4.71,--     ,--     ,39.4,41,8.6,8.6,69,95,743,58,14
16/11/2017,96,5500,,,,,,4.49,4.33,3.34,3.2,4.73,4.72,200-400,0-200  ,49.1,32.8,8.8,9.8,111,121,602,49,11
16/11/2017,97,5501,,,,,,4.62,3.87,3.46,2.98,4.78,4.49,0-200  ,400-800,50,38.9,9.3,9.8,110,145,539,76,11
16/11/2017,98,5502,,,,,,4.68,5.24,3.49,3.66,4.88,4.72,--     ,200-400,31.3,29.5,10.1,10.4,85,80,581,82,7
16/11/2017,99,5503,,,,,,4.05,3.95,3.61,3.52,4.82,4.68,0-200  ,--     ,57.8,44.5,8.3,8.3,99,151,773,103,7
16/11/2017,100,5504,,,,,,4.51,4.11,3.24,3.29,4.63,4.7,0-200  ,0-200  ,38,35.1,7.9,7.8,111,164,668,56,12
16/11/2017,101,5601,,,,,,4.25,4.82,3.59,3.89,4.86,4.7,0-200  ,0-200  ,51.4,42.6,8.8,9.4,91,116,692,79,10
16/11/2017,102,5603,,,,,,4.51,4.4,3.67,3.51,4.82,4.84,--     ,0-200  ,21.8,16,9.6,8.4,89,99,710,86,12
16/11/2017,103,5604,,,,,,3.99,4.15,3.26,3.28,4.51,4.47,400-800,400-800,40.7,27.5,9.4,9.3,102,115,587,61,8
16/11/2017,104,5700,,,,,,4.09,3.8,3.34,3.07,4.67,4.49,0-200  ,400-800,29.2,31,9.5,9.8,77,104,584,59,12
16/11/2017,105,5702,,,,,,3.88,4.38,3.38,3.5,4.74,4.76,0-200  ,0-200  ,47.2,40,8.8,8.8,99,155,533,84,7
16/11/2017,106,5801,,,,,,4.04,4.8,3.62,3.55,4.97,4.68,0-200  ,--     ,41.4,32.7,8.8,8.4,89,108,608,85,6
17/11/2017,1,1420,,,,,,4.87,4.59,3.69,3.66,4.48,4.63,--     ,0-200  ,18.5,19.5,11.4,11.1,100,143,731,83,9
17/11/2017,2,1482,,,,,,3.81,4.49,3.23,3.47,4.67,4.65,200-400,200-400,42.1,30.4,10,9.8,63,79,947,77,12
17/11/2017,3,1497,,,,,,4.38,4.25,3.56,3.56,4.74,4.76,0-200  ,0-200  ,14.2,12.1,9.4,9.4,82,99,842,85,11
17/11/2017,4,1528,,,,,,4.4,2.2,3.63,3.71,4.57,5.01,--     ,0-200  ,59.7,14.5,9,10,66,96,110,69,7
17/11/2017,5,1530,,,,,,3.35,3.82,3.52,3.81,4.93,4.51,0-200  ,--     ,80.5,62.5,8.3,8.4,107,120,572,64,9
17/11/2017,6,1555,,,,,,4.92,4.5,3.65,3.42,4.68,4.62,200-400,--     ,41.3,35.5,9,9.3,78,117,605,72,13
17/11/2017,7,1568,,,,,,4.66,4.48,3.7,3.79,5.05,5.09,0-200  ,0-200  ,17.4,15.7,12.5,12.2,87,118,797,96,9
17/11/2017,8,1570,,,,,,3.53,3.93,3.32,3.45,4.75,4.68,0-200  ,0-200  ,50.8,35.9,9.8,9.8,111,141,641,76,9
17/11/2017,9,1576,,,,,,3.22,4.05,3.58,3.51,4.83,4.79,0-200  ,0-200  ,48.4,42.7,9.4,10,71,84,626,100,7
17/11/2017,10,1588,,,,,,4.11,4.63,3.34,3.29,4.58,4.81,0-200  ,200-400,50.4,46.3,8.4,9.4,99,122,698,73,7
17/11/2017,11,1592,,,,,,5.09,4.73,3.55,3.4,4.57,4.51,0-200  ,0-200  ,17.8,19.6,10,10.2,129,105,776,110,8
17/11/2017,12,1596,,,,,,3.77,3.9,3.53,3.51,4.37,4.43,400-800,400-800,46.1,42.3,10.3,10.2,97,93,587,79,10
17/11/2017,13,1597,,,,,,4.8,5.09,3.36,3.01,4.53,4.59,--     ,--     ,33.6,26.5,12.3,11.6,103,131,608,70,9
17/11/2017,14,1604,,,,,,3.91,4.08,2.92,3.28,4.51,4.57,200-400,0-200  ,46,41.1,8.9,8.6,68,83,575,114,5
17/11/2017,15,1606,,,,,,3.73,3.72,3.68,3.64,4.75,4.88,--     ,0-200  ,45.7,41.6,8.6,9.3,71,76,620,67,10
17/11/2017,16,1615,,,,,,4.51,3.59,3.52,3.48,4.8,4.87,--     ,0-200  ,56.9,47.4,8.4,8.4,95,85,512,76,8
17/11/2017,17,1618,,,,,,4.4,4.37,3.76,3.31,4.72,4.67,0-200  ,0-200  ,47.5,40,9.7,9.2,78,87,521,86,7
17/11/2017,18,1619,,,,,,5.24,5.18,3.73,3.74,4.74,4.58,0-200  ,--     ,34,27.9,8.4,11.5,145,208,587,57,12
17/11/2017,19,1621,,,,,,4.07,4.73,3.06,3.31,4.58,4.82,0-200  ,--     ,45.4,36.5,9.5,9.5,90,134,557,80,6
17/11/2017,20,1627,,,,,,3.45,3.22,3.74,3.2,5.03,4.86,0-200  ,0-200  ,57.3,38.7,10,10.6,81,123,719,58,16
17/11/2017,21,1632,,,,,,4.38,4.37,3.51,3.41,4.74,4.62,--     ,--     ,21.6,21.1,10.6,11,98,122,851,72,14
17/11/2017,22,1635,,,,,,3.19,3.41,3.39,3.32,4.99,4.84,0-200  ,0-200  ,58.9,45.3,8.9,8.3,91,106,470,74,5
17/11/2017,23,1637,,,,,,4.71,4.72,3.39,3.18,4.72,4.76,200-400,--     ,35.5,29.2,8.8,9.3,91,79,764,96,12
17/11/2017,24,1638,,,,,,3.8,4.38,3.61,3.81,5.05,4.61,0-200  ,--     ,74.6,58.9,8.5,8.5,89,93,695,80,10
17/11/2017,25,1643,,,,,,4.28,4.53,3.73,3.9,4.88,4.67,0-200  ,--     ,38.5,33.6,9.5,8.3,133,150,638,83,8
17/11/2017,26,1644,,,,,,3.99,4.34,2.96,3.27,4.62,4.53,0-200  ,200-400,58.5,38.4,8.8,8.6,114,178,635,93,9
17/11/2017,27,1648,,,,,,3.88,4.68,3.23,3.57,4.7,4.59,0-200  ,0-200  ,57.3,39.8,9.2,8,119,136,704,54,13
17/11/2017,28,1649,,,,,,3.75,4.44,3.54,3.36,4.93,4.74,0-200  ,0-200  ,57,57.1,8.8,8.4,66,77,845,82,12
17/11/2017,29,1650,,,,,,4.33,4.63,3.49,3.66,4.71,4.62,--     ,--     ,49.8,41,8.4,8.8,185,279,596,135,4
17/11/2017,30,1653,,,,,,3.96,4.17,3.48,3.35,4.78,4.82,0-200  ,--     ,33,29.9,8.5,8.4,78,95,575,69,11
17/11/2017,31,1656,,,,,,4.2,4.32,4.05,3.81,4.58,4.66,--     ,--     ,49.2,46.8,8.3,8.3,162,195,590,126,6
17/11/2017,32,1658,,,,,,3.42,4.5,3.67,3.35,4.26,4.58,--     ,--     ,56.4,42.4,9.3,9.2,96,97,677,70,11
17/11/2017,33,1659,,,,,,3.95,3.39,3.56,3.73,4.65,4.84,--     ,0-200  ,32.4,33.4,9.6,9.5,91,106,335,58,6
17/11/2017,34,1660,,,,,,4.5,4.57,3.76,3.74,4.83,4.86,0-200  ,0-200  ,68,50.3,9.3,8.6,105,139,662,81,9
17/11/2017,35,1661,,,,,,3.62,3.87,3.53,3.25,4.53,4.68,--     ,--     ,59.6,55.6,9.3,9.3,98,121,551,66,8
17/11/2017,36,1663,,,,,,4.86,4.81,4,4.05,4.38,4.43,--     ,--     ,48.4,42.4,8.1,8.8,91,131,488,84,7
17/11/2017,37,1664,,,,,,4.21,4.43,3.57,3.51,4.8,4.84,--     ,--     ,51,45.8,8.6,8.9,109,127,668,63,10
17/11/2017,38,1666,,,,,,3.39,3.89,3.36,3.16,4.93,4.78,0-200  ,0-200  ,57.6,57.6,8.8,8.9,106,114,776,72,12
17/11/2017,39,1668,,,,,,4.16,4.42,3.4,3.4,4.73,4.76,0-200  ,0-200  ,46.8,52.2,8.6,8.9,111,109,518,74,8
17/11/2017,40,1670,,,,,,4.37,4.86,3.33,3.52,4.76,4.88,0-200  ,--     ,51.6,46.5,8.3,8.8,83,118,755,72,11
17/11/2017,41,1675,,,,,,3.87,4.34,3.13,3.39,4.63,4.71,0-200  ,0-200  ,33.3,24.6,7.9,7.6,98,91,680,58,14
17/11/2017,42,1676,,,,,,4.84,5.09,3.56,3.76,4.91,4.78,--     ,0-200  ,36.9,36.5,8.5,9.3,116,146,839,106,9
17/11/2017,43,1677,,,,,,4.68,4.21,3.57,3.13,4.66,4.57,--     ,0-200  ,39.2,36.9,8.3,7.9,117,100,641,67,11
17/11/2017,44,1678,,,,,,3.86,3.63,3.52,3.41,4.8,4.96,0-200  ,0-200  ,30.1,31.7,8.4,8.5,89,87,605,86,11
17/11/2017,45,1679,,,,,,4.7,5.27,3.88,3.55,4.75,4.62,0-200  ,--     ,31.4,26.9,8.8,8.8,95,132,809,78,14
17/11/2017,46,1680,,,,,,4.47,4.47,3.32,3.34,4.63,4.65,--     ,--     ,41.1,35.9,7.9,8.5,124,115,713,79,9
